seed,model,task,method,finetuning_steps,realignment_steps,distinct_realignment_samples,repeated_realignment_samples,train_loss,realignment_loss,task_loss,eval_ar_em,eval_ar_f1,eval_de_em,eval_de_f1,eval_el_em,eval_el_f1,eval_es_em,eval_es_f1,eval_hi_em,eval_hi_f1,eval_ro_em,eval_ro_f1,eval_ru_em,eval_ru_f1,eval_th_em,eval_th_f1,eval_tr_em,eval_tr_f1,eval_vi_em,eval_vi_f1,eval_zh_em,eval_zh_f1,eval_avg_em,eval_avg_f1,eval_same_em,eval_same_f1
31,bert-base-multilingual-cased,xquad,before_dico,18010,18010,19786,288076,0.37194597721099854,0,0.37194597721099854,0.3453781512605042,0.5046836577484284,0.49411764705882355,0.6468992405457792,0.37058823529411766,0.49967506844032916,0.4815126050420168,0.6601856460928678,0.2966386554621849,0.42052901802432213,0.48823529411764705,0.6137494138666424,0.45714285714285713,0.6267469049345592,0.2218487394957983,0.28462184873949586,0.31512605042016806,0.44705816925484193,0.4134453781512605,0.6061411378149648,0.41092436974789914,0.4953964616149492,0.39045072574484335,0.5277896879161074,0.6250709555345317,0.7583338633473226
42,bert-base-multilingual-cased,xquad,before_dico,18010,18010,19786,288076,0.3669130206108093,0,0.3669130206108093,0.3630252100840336,0.5129068743402674,0.4781512605042017,0.6474661371705193,0.3697478991596639,0.49041591429620934,0.5016806722689076,0.6815822335006004,0.31596638655462184,0.4447760782215997,0.5016806722689076,0.6230948370219725,0.4369747899159664,0.598342789936545,0.22521008403361345,0.29345504868614114,0.3235294117647059,0.4414189820337221,0.4126050420168067,0.5963189795848521,0.4092436974789916,0.484359743897559,0.39434682964094736,0.5285579653354535,0.6350993377483444,0.768957703153475
66,bert-base-multilingual-cased,xquad,before_dico,18010,18010,19786,288076,0.2501920461654663,0,0.2501920461654663,0.3226890756302521,0.4761173531038337,0.46302521008403363,0.630127053085162,0.3521008403361345,0.4824862204400019,0.49747899159663866,0.6689969574127157,0.2815126050420168,0.40154263546284935,0.4815126050420168,0.6189191526112848,0.446218487394958,0.6167933796581834,0.20336134453781513,0.26557780688032795,0.31512605042016806,0.44382032114001974,0.40336134453781514,0.5918093553051026,0.40588235294117647,0.48897759103641475,0.3792971734148205,0.516833438739627,0.6274361400189215,0.7604230960902842
23,bert-base-multilingual-cased,xquad,before_dico,18010,18010,19786,288076,0.23210382461547852,0,0.23210382461547852,0.3554621848739496,0.5071805623554582,0.4890756302521008,0.6385972112454947,0.36722689075630255,0.4863678410669199,0.4966386554621849,0.6741746345388469,0.3,0.4309365662005823,0.5159663865546219,0.6421010124395549,0.45714285714285713,0.6307079076827866,0.25126050420168067,0.3110030678938243,0.32100840336134456,0.4543757996201869,0.41008403361344536,0.6084906013750977,0.40336134453781514,0.48902694411097797,0.39702062643239117,0.5339056498663391,0.6319772942289499,0.7654852809267446
17,bert-base-multilingual-cased,xquad,before_dico,18010,18010,19786,288076,0.8826684951782227,0,0.8826684951782227,0.36470588235294116,0.5243820497427949,0.4756302521008403,0.6245385924593867,0.37815126050420167,0.5116484419246985,0.49831932773109244,0.6834344023265118,0.30840336134453783,0.4319533445348937,0.5201680672268908,0.6537085271464655,0.45714285714285713,0.6301547316271471,0.25126050420168067,0.3124183006535949,0.3126050420168067,0.4363740133701622,0.4512605042016807,0.6339018223069858,0.4117647058823529,0.48580062327961504,0.4026737967914439,0.538937713579296,0.6302743614001892,0.7635350882068704
31,bert-base-multilingual-cased,xquad,baseline,18010,0,0,0,0.41375428438186646,0,0.41375428438186646,0.3949579831932773,0.5596037666368632,0.5184873949579832,0.6823764823950894,0.40672268907563025,0.5411738113169756,0.5042016806722689,0.6884074699842113,0.3596638655462185,0.48867012057620235,0.5285714285714286,0.6620647025920995,0.48739495798319327,0.6586632069724622,0.3050420168067227,0.372495049301772,0.3411764705882353,0.4756922164450588,0.4445378151260504,0.6300413230772117,0.4579831932773109,0.540917033480058,0.43170359052711993,0.5727368347980004,0.6517502365184484,0.7891336668428311
42,bert-base-multilingual-cased,xquad,baseline,18010,0,0,0,0.32874545454978943,0,0.32874545454978943,0.40756302521008403,0.5530284050774552,0.5117647058823529,0.6735066390977869,0.38823529411764707,0.540928611478413,0.5,0.6855413321323908,0.36554621848739494,0.505779721464364,0.5411764705882353,0.6731056465006098,0.46974789915966386,0.6436033258768831,0.32184873949579834,0.38648883795942635,0.34285714285714286,0.4832635036966473,0.446218487394958,0.6534201173609937,0.45294117647058824,0.537159530478858,0.43162719633307867,0.575984151920348,0.6538315988647114,0.7887755116303837
66,bert-base-multilingual-cased,xquad,baseline,18010,0,0,0,0.2517549991607666,0,0.2517549991607666,0.3949579831932773,0.5577482305492906,0.5176470588235295,0.6839263207084129,0.38235294117647056,0.5297167013010516,0.49495798319327733,0.6808165659922114,0.3722689075630252,0.49989971500013025,0.526890756302521,0.6645331898977852,0.49327731092436977,0.655668688031427,0.2907563025210084,0.3615873015873019,0.3495798319327731,0.48651028457093554,0.45966386554621846,0.6515062377402383,0.4394957983193277,0.5243570761637988,0.42925897631779986,0.572388210140235,0.6457899716177862,0.7838692235406535
23,bert-base-multilingual-cased,xquad,baseline,18010,0,0,0,0.32568487524986267,0,0.32568487524986267,0.38235294117647056,0.5539846422274637,0.5184873949579832,0.6800865996752737,0.40252100840336136,0.5361952692178836,0.5008403361344538,0.6897450705613787,0.35798319327731093,0.49247231087445925,0.5336134453781513,0.6683548815954659,0.47394957983193275,0.6566032609916228,0.29327731092436976,0.35528077897825816,0.3302521008403361,0.4499193508668791,0.4361344537815126,0.6309267173048402,0.4327731092436975,0.5207486024712912,0.4238349885408709,0.5667561349786197,0.6542100283822138,0.7895883698827789
17,bert-base-multilingual-cased,xquad,baseline,18010,0,0,0,0.8572150468826294,0,0.8572150468826294,0.3840336134453782,0.5413777276620922,0.5235294117647059,0.6796832388100442,0.3680672268907563,0.5155321006037128,0.5016806722689076,0.6864416827322243,0.3596638655462185,0.49322031443878045,0.5252100840336135,0.656886164691185,0.48067226890756304,0.6541884390506277,0.27899159663865547,0.3571774467362706,0.35042016806722687,0.48624315476858315,0.4436974789915966,0.6390931078798083,0.4411764705882353,0.5273829531812724,0.4233766233766234,0.5670205755049637,0.6483443708609271,0.7869636447861672
