seed,model,task,method,finetuning_steps,realignment_steps,distinct_realignment_samples,repeated_realignment_samples,train_loss,realignment_loss,task_loss,eval_ar_em,eval_ar_f1,eval_de_em,eval_de_f1,eval_el_em,eval_el_f1,eval_es_em,eval_es_f1,eval_hi_em,eval_hi_f1,eval_ro_em,eval_ro_f1,eval_ru_em,eval_ru_f1,eval_th_em,eval_th_f1,eval_tr_em,eval_tr_f1,eval_vi_em,eval_vi_f1,eval_zh_em,eval_zh_f1,eval_avg_em,eval_avg_f1,eval_same_em,eval_same_f1
31,xlm-roberta-base,xquad,freeze_realign_unfreeze_dico,20228,20228,17678,323612,0.5853146910667419,0,0.5853146910667419,0.24285714285714285,0.5069278270890735,0.3630252100840336,0.6514389996963986,0.2596638655462185,0.6081101897043808,0.253781512605042,0.6700888008236618,0.41008403361344536,0.5906533294374562,0.292436974789916,0.6762169623991046,0.2630252100840336,0.6491347383598393,0.44285714285714284,0.5451929862854228,0.3722689075630252,0.5939296287362971,0.2747899159663866,0.6497494986884177,0.39663865546218485,0.46942874119344735,0.3246753246753247,0.6009883365830455,0.6063386944181646,0.7426516898274579
42,xlm-roberta-base,xquad,freeze_realign_unfreeze_dico,20228,20228,17678,323612,0.29194018244743347,0,0.29194018244743347,0.24201680672268908,0.49590674273647906,0.35378151260504204,0.628914593966582,0.2630252100840336,0.5877665240947466,0.24285714285714285,0.6485442638759713,0.3899159663865546,0.5601704645716711,0.29411764705882354,0.6681167726743625,0.2504201680672269,0.6349398367690394,0.45714285714285713,0.5624855699855696,0.3697478991596639,0.5911113516618883,0.2672268907563025,0.6407088558733848,0.37142857142857144,0.45494097639055664,0.3183346065699007,0.5885096320545684,0.6009460737937559,0.7388717599673296
66,xlm-roberta-base,xquad,freeze_realign_unfreeze_dico,20228,20228,17678,323612,0.7976148128509521,0,0.7976148128509521,0.23277310924369748,0.4829894959127674,0.36134453781512604,0.640898913823632,0.25126050420168067,0.5825693148144816,0.24705882352941178,0.6693255350406881,0.380672268907563,0.5536816384331585,0.30084033613445377,0.6840212578558356,0.25546218487394956,0.6420658661122959,0.446218487394958,0.5442594613603008,0.3689075630252101,0.5906526016751643,0.26974789915966385,0.6479556343312267,0.39915966386554624,0.4696008403361345,0.3194041252864782,0.5916382326996078,0.602081362346263,0.7405940567450175
23,xlm-roberta-base,xquad,freeze_realign_unfreeze_dico,20228,20228,17678,323612,0.4551066756248474,0,0.4551066756248474,0.22941176470588234,0.49334922668300685,0.3621848739495798,0.6337661507828843,0.24873949579831933,0.5744830240700364,0.25798319327731095,0.6641240728953993,0.38235294117647056,0.5534548012581734,0.2907563025210084,0.6740927240025517,0.25126050420168067,0.6319838862047412,0.45546218487394957,0.5523258394266792,0.35378151260504204,0.5742715325498324,0.2638655462184874,0.6387216869541407,0.3941176470588235,0.46332696715049665,0.31726508785332314,0.5867181738161766,0.6011352885525071,0.7389079486479936
17,xlm-roberta-base,xquad,freeze_realign_unfreeze_dico,20228,20228,17678,323612,0.30884218215942383,0,0.30884218215942383,0.24033613445378152,0.49541927183164775,0.35798319327731093,0.6394300668233437,0.24789915966386555,0.5722302754867307,0.2453781512605042,0.6435801893853076,0.3899159663865546,0.5591581657486562,0.3,0.6697449242266649,0.25630252100840334,0.6336902190898643,0.453781512605042,0.5604658530078692,0.3596638655462185,0.5789749426857688,0.26638655462184874,0.6360768175137828,0.39663865546218485,0.4752450980392158,0.3194805194805195,0.5876378021671683,0.5972563859981078,0.7342529292239153
31,xlm-roberta-base,xquad,baseline,20228,0,0,0,0.6329275965690613,0,0.6329275965690613,0.2504201680672269,0.4983419528982721,0.3596638655462185,0.6532716841462872,0.2638655462184874,0.6098367091807727,0.2504201680672269,0.6731166875215482,0.4042016806722689,0.586711418030953,0.31176470588235294,0.6949709902599179,0.2546218487394958,0.655664366671193,0.4890756302521008,0.5945494864612504,0.3815126050420168,0.6123046293889969,0.27058823529411763,0.6557059940650536,0.38235294117647056,0.46616713352007505,0.3289533995416348,0.6091491865585746,0.6149479659413434,0.755336667366082
42,xlm-roberta-base,xquad,baseline,20228,0,0,0,0.25420236587524414,0,0.25420236587524414,0.2672268907563025,0.5115326551331782,0.3840336134453782,0.6651353557405489,0.2630252100840336,0.6129730504403793,0.2546218487394958,0.677775156252365,0.39747899159663863,0.5811530564899818,0.3033613445378151,0.6981662406085841,0.2689075630252101,0.6591646819772481,0.473109243697479,0.5956841827640141,0.373109243697479,0.5957656066677318,0.27647058823529413,0.649915101339077,0.373109243697479,0.4664217765028091,0.33040488922841865,0.6103351694469016,0.620151371807001,0.7593880145031972
66,xlm-roberta-base,xquad,baseline,20228,0,0,0,0.921799898147583,0,0.921799898147583,0.2445378151260504,0.5002060430472148,0.3638655462184874,0.6525846840140682,0.2722689075630252,0.609668686448103,0.2630252100840336,0.6829883270341285,0.4008403361344538,0.5776346390920257,0.30084033613445377,0.6863231839256699,0.2630252100840336,0.6556340790519388,0.49159663865546216,0.6153026968363099,0.38571428571428573,0.604690517426861,0.2815126050420168,0.6544367111512562,0.3983193277310924,0.48605699422626203,0.333231474407945,0.6114115056594399,0.6135288552507095,0.7552368089395095
23,xlm-roberta-base,xquad,baseline,20228,0,0,0,0.37443238496780396,0,0.37443238496780396,0.25882352941176473,0.515368568356929,0.36050420168067226,0.651063964920994,0.2739495798319328,0.6230685173208761,0.2495798319327731,0.6629277835162495,0.3983193277310924,0.5733320896586752,0.3067226890756303,0.6927934579972173,0.2739495798319328,0.6718116791253388,0.4966386554621849,0.6081193906133875,0.3621848739495798,0.5962159325729147,0.27983193277310925,0.6507386685254898,0.39663865546218485,0.47959371194365197,0.33246753246753247,0.6113667058683385,0.6172185430463576,0.7564765346190853
17,xlm-roberta-base,xquad,baseline,20228,0,0,0,0.27407580614089966,0,0.27407580614089966,0.26218487394957984,0.5239575223502196,0.37899159663865545,0.6635509018826405,0.2747899159663866,0.6264879307946211,0.2689075630252101,0.6915592432152856,0.4084033613445378,0.6030064312371656,0.3092436974789916,0.7002081778735151,0.2638655462184874,0.6707283607428598,0.473109243697479,0.5906092436974784,0.3815126050420168,0.609667291381345,0.2815126050420168,0.6554160294579889,0.38487394957983195,0.4757983193277314,0.3352177234530176,0.6191808592691683,0.6241248817407757,0.7654108011151399
31,xlm-roberta-base,xquad,before_dico,20228,20228,17678,323612,0.5853800773620605,0,0.5853800773620605,0.23697478991596638,0.4979851847419385,0.3663865546218487,0.6462282432258093,0.2647058823529412,0.6054625532739709,0.25798319327731095,0.6681549230760158,0.4126050420168067,0.5857655902310787,0.2907563025210084,0.6733474362473815,0.26134453781512607,0.6468535252611778,0.48067226890756304,0.589321304279287,0.36722689075630255,0.5961055206243862,0.26218487394957984,0.6418405167049632,0.39747899159663863,0.47441540252464626,0.3271199388846448,0.6023163818355141,0.5980132450331126,0.7352743818139198
42,xlm-roberta-base,xquad,before_dico,20228,20228,17678,323612,0.3241119980812073,0,0.3241119980812073,0.23109243697478993,0.4919061363174924,0.3487394957983193,0.6212697862216421,0.2546218487394958,0.5888950223809714,0.2445378151260504,0.6549528260285468,0.38907563025210085,0.5639319502994968,0.2857142857142857,0.66977255215777,0.2546218487394958,0.6396798493366356,0.446218487394958,0.5495644015181825,0.37058823529411766,0.5821075222374741,0.2605042016806723,0.6306687124760645,0.3873949579831933,0.46934873949579875,0.3157372039724981,0.587463408951825,0.5959318826868496,0.73363108509604
66,xlm-roberta-base,xquad,before_dico,20228,20228,17678,323612,0.8587022423744202,0,0.8587022423744202,0.23025210084033612,0.488556203595749,0.36050420168067226,0.6387347932445728,0.25546218487394956,0.5993518950082928,0.246218487394958,0.6469880631763648,0.3798319327731092,0.5606107250262896,0.2966386554621849,0.6680779898209953,0.2647058823529412,0.632896815944907,0.4647058823529412,0.5687594128560509,0.3621848739495798,0.5896463902916664,0.27058823529411763,0.634555162934494,0.4,0.4802914195981425,0.32100840336134456,0.5916789883179568,0.6011352885525071,0.7395419193796625
23,xlm-roberta-base,xquad,before_dico,20228,20228,17678,323612,0.49194395542144775,0,0.49194395542144775,0.22941176470588234,0.5055633128742587,0.35378151260504204,0.6339417024619195,0.2571428571428571,0.598084487532621,0.2773109243697479,0.6952400841409442,0.38907563025210085,0.5708757932362689,0.28907563025210087,0.6763915779270704,0.2546218487394958,0.64094744741141,0.47058823529411764,0.5911033504310809,0.36470588235294116,0.590023505167051,0.2630252100840336,0.647122211962953,0.38571428571428573,0.46817857446008715,0.32131398013750956,0.6015883679641514,0.6053926206244087,0.7415105672613804
17,xlm-roberta-base,xquad,before_dico,20228,20228,17678,323612,0.3679467439651489,0,0.3679467439651489,0.23109243697478993,0.48859523098115665,0.3495798319327731,0.6318736665585899,0.253781512605042,0.5851718348591692,0.2504201680672269,0.6478363866960923,0.38907563025210085,0.5564014498669421,0.2915966386554622,0.6653941083768884,0.24033613445378152,0.6267066474228938,0.44201680672268906,0.5485334133653457,0.3663865546218487,0.5888588448908516,0.2638655462184874,0.6334108918406411,0.38907563025210085,0.4720044684540483,0.3152024446142093,0.585889722119329,0.5963103122043519,0.7336547478429292
31,xlm-roberta-base,xquad,freeze_realign_unfreeze_last_half_dico,20228,20228,17678,323612,0.633904218673706,0,0.633904218673706,0.23025210084033612,0.4895236792448407,0.3495798319327731,0.6263870998052354,0.25126050420168067,0.5765347386142043,0.23361344537815126,0.6375549820719529,0.3983193277310924,0.5625809031478807,0.2739495798319328,0.6504278812921073,0.25210084033613445,0.6272817293914822,0.44873949579831934,0.5623205039591589,0.3588235294117647,0.573207088101525,0.27058823529411763,0.6423281374478507,0.3873949579831933,0.4685480859010274,0.31405653170359055,0.5833358935433878,0.5925260170293283,0.7283731430844489
42,xlm-roberta-base,xquad,freeze_realign_unfreeze_last_half_dico,20228,20228,17678,323612,0.2763254642486572,0,0.2763254642486572,0.2319327731092437,0.4931512285814779,0.35798319327731093,0.6321096507735239,0.24369747899159663,0.5827954970017142,0.246218487394958,0.6403036931637717,0.380672268907563,0.5632336005086298,0.2680672268907563,0.6510812885870408,0.23781512605042016,0.6247766624489135,0.45630252100840335,0.5714371506178225,0.3630252100840336,0.5827183716460254,0.2411764705882353,0.6323747011465926,0.3915966386554622,0.47615509840299786,0.3107715813598167,0.5863760857162282,0.5931882686849574,0.7321206469014434
66,xlm-roberta-base,xquad,freeze_realign_unfreeze_last_half_dico,20228,20228,17678,323612,0.8883994221687317,0,0.8883994221687317,0.2361344537815126,0.4932008000341727,0.35714285714285715,0.6313335541910459,0.25546218487394956,0.5993799421751126,0.2411764705882353,0.649093399685204,0.39243697478991596,0.5750218329455845,0.27899159663865547,0.6487446977038693,0.2605042016806723,0.6418645159192711,0.45294117647058824,0.56561715595329,0.3403361344537815,0.5824296378655712,0.2680672268907563,0.6480792788301122,0.3764705882352941,0.46255659406619853,0.31451489686783807,0.5906655826699483,0.5929044465468306,0.734210762481793
23,xlm-roberta-base,xquad,freeze_realign_unfreeze_last_half_dico,20228,20228,17678,323612,0.46398791670799255,0,0.46398791670799255,0.2235294117647059,0.48354180152423576,0.3378151260504202,0.616529418190035,0.23697478991596638,0.5729201074510497,0.25210084033613445,0.6609936761994113,0.3764705882352941,0.5491531411646895,0.280672268907563,0.6538482089651554,0.25798319327731095,0.6302851076108702,0.43109243697478994,0.5507912255811409,0.3521008403361345,0.5670187759363926,0.24789915966386555,0.6249536454570909,0.37815126050420167,0.45711117780445565,0.30679908326967154,0.5788314805349569,0.5928098391674551,0.7292073018345389
17,xlm-roberta-base,xquad,freeze_realign_unfreeze_last_half_dico,20228,20228,17678,323612,0.43423593044281006,0,0.43423593044281006,0.21764705882352942,0.45728893540476173,0.3277310924369748,0.6020208513694258,0.23445378151260504,0.5449452395852217,0.23277310924369748,0.6228023879929289,0.36554621848739494,0.5268351257836656,0.27983193277310925,0.6411080105713315,0.23865546218487396,0.6080553938663126,0.41008403361344536,0.5172108843537412,0.3453781512605042,0.5678365211822565,0.24369747899159663,0.6018314332052679,0.38487394957983195,0.4522478991596643,0.2982429335370512,0.5583802438613251,0.576631977294229,0.7130409190109397
